,7SK,ADAMTS9-AS2,ATP6V1G2-DDX39B,ATXN8OS,BACE1-AS,BANCR,BC040587,BCAR4,BCYRN1,BDNF-AS,BOK-AS1,CASC2,CBR3-AS1,CCAT1,CCAT2,CCDC26,CDKN2B-AS1,CRNDE,DANCR,DAOA-AS1,DGCR5,DISC2,DLEU1,DNM3OS,DSCAM-AS1,EPB41L4A-AS1,ESRG,GAS5,GHET1,H19,HAR1A,HAR1B,HCP5,HIF1A-AS1,HIF1A-AS2,HNF1A-AS1,HOTAIR,HULC,IFNG-AS1,IGF2-AS,KCNQ1DN,KCNQ1OT1,LINC00032,LINC00271,LSINCT5,MALAT1,MEG3,MESTIT1,MIAT,MINA,MIR100HG,MIR155HG,MIR17HG,MIR31HG,NAMA,NPTN-IT1,NRON,PANDAR,PCA3,PCAT1,PDZRN3-AS1,PINK1-AS,PSORS1C3,PTENP1,PVT1,RMST,SNHG11,SNHG16,SNHG3,SNHG4,SOX2-OT,SPRY4-IT1,TCL6,TDRG1,TERC,TRAF3IP2-AS1,TUG1,UCA1,WRAP53,WT1-AS,XIST,ZFAT-AS1
EPB41L4A-AS1,0.0016344451608768281,0.01070422626041002,0.003861072311570292,0.01070422626041002,0.0016344451608768281,1.4907879395174757e-05,0.003861072311570292,0.0016344451608768281,9.469607142784827e-06,0.0007663961975314081,0.01070422626041002,0.00020589010726243547,0.0016344451608768281,9.469607142784827e-06,9.469607142784827e-06,0.00038644672590187787,9.338732159855174e-10,0.00011458045983405148,0.00011458045983405148,0.0016344451608768281,0.003861072311570292,0.00038644672590187787,0.0016344451608768281,0.01070422626041002,0.01070422626041002,1.0,0.003861072311570292,1.0800052935186434e-07,0.0016344451608768281,3.7444376168939854e-11,0.0016344451608768281,0.0016344451608768281,0.01070422626041002,0.0007663961975314081,0.00038644672590187787,0.00011458045983405148,5.715290937925126e-09,1.4907879395174757e-05,0.01070422626041002,0.0007663961975314081,0.003861072311570292,0.00038644672590187787,0.01070422626041002,0.003861072311570292,0.0016344451608768281,7.301695235723146e-10,1.5413572949555045e-09,0.01070422626041002,6.607779320899661e-05,0.0007663961975314081,0.0007663961975314081,0.003861072311570292,0.04042827180175809,0.0016344451608768281,0.01070422626041002,0.01070422626041002,0.0016344451608768281,0.00020589010726243547,0.01070422626041002,0.00038644672590187787,0.01070422626041002,0.003861072311570292,0.01070422626041002,0.0016344451608768281,5.756040035693853e-08,0.003861072311570292,0.01070422626041002,0.0016344451608768281,0.003861072311570292,0.01070422626041002,0.00020589010726243547,6.119181004753811e-06,0.0016344451608768281,0.0007663961975314081,0.003861072311570292,0.01070422626041002,5.873631315906011e-07,4.121253755528796e-07,0.01070422626041002,0.00038644672590187787,2.3927510566878194e-05,0.01070422626041002
ESRG,0.00020589010726243547,0.003861072311570292,0.0016344451608768281,0.003861072311570292,0.0007663961975314081,9.469607142784827e-06,0.0016344451608768281,0.0007663961975314081,6.119181004753811e-06,0.00038644672590187787,0.0007663961975314081,0.00011458045983405148,0.0007663961975314081,6.119181004753811e-06,6.119181004753811e-06,0.00020589010726243547,7.301695235723146e-10,6.607779320899661e-05,6.607779320899661e-05,0.0007663961975314081,0.0016344451608768281,0.00020589010726243547,0.0007663961975314081,0.003861072311570292,0.003861072311570292,0.003861072311570292,1.0,4.239073626853719e-08,0.0007663961975314081,3.024849482118714e-11,0.0007663961975314081,0.0007663961975314081,0.003861072311570292,0.00038644672590187787,0.00020589010726243547,6.607779320899661e-05,2.5765026500479748e-09,9.469607142784827e-06,0.003861072311570292,0.00038644672590187787,0.0016344451608768281,0.00020589010726243547,0.003861072311570292,0.0016344451608768281,0.0007663961975314081,3.548780179410911e-10,7.301695235723146e-10,0.003861072311570292,1.4907879395174757e-05,0.00038644672590187787,0.00038644672590187787,0.0016344451608768281,0.0016344451608768281,0.0007663961975314081,0.003861072311570292,0.0007663961975314081,0.0007663961975314081,3.926012347096612e-05,0.003861072311570292,6.607779320899661e-05,0.003861072311570292,0.0016344451608768281,0.003861072311570292,0.00020589010726243547,2.3361483422090155e-08,0.0016344451608768281,0.003861072311570292,0.0007663961975314081,0.0016344451608768281,0.003861072311570292,0.00011458045983405148,4.015271292864676e-06,0.0007663961975314081,0.00038644672590187787,0.0016344451608768281,0.003861072311570292,4.121253755528796e-07,1.4934107196028113e-07,0.0007663961975314081,0.00020589010726243547,6.119181004753811e-06,0.003861072311570292
GAS5,5.756040035693853e-08,1.0800052935186434e-07,4.239073626853719e-08,5.756040035693853e-08,5.756040035693853e-08,2.0792027893894153e-07,7.860687440836318e-08,1.0800052935186434e-07,7.860687440836318e-08,2.3361483422090155e-08,5.756040035693853e-08,5.873631315906011e-07,1.0800052935186434e-07,5.873631315906011e-07,5.873631315906011e-07,1.0800052935186434e-07,1.9895356159998522e-09,1.0800052935186434e-07,1.0800052935186434e-07,3.138846291928366e-08,4.239073626853719e-08,1.747235243755623e-08,5.756040035693853e-08,1.0800052935186434e-07,1.0800052935186434e-07,1.0800052935186434e-07,4.239073626853719e-08,1.0,2.0792027893894153e-07,1.7652094257129068e-10,3.138846291928366e-08,3.138846291928366e-08,5.756040035693853e-08,7.860687440836318e-08,2.0792027893894153e-07,1.0800052935186434e-07,7.860687440836318e-08,2.0792027893894153e-07,5.756040035693853e-08,7.860687440836318e-08,4.239073626853719e-08,2.0792027893894153e-07,1.0800052935186434e-07,7.860687440836318e-08,2.0792027893894153e-07,1.3128681775782685e-08,3.138846291928366e-08,5.756040035693853e-08,2.3361483422090155e-08,1.4934107196028113e-07,4.239073626853719e-08,7.860687440836318e-08,1.4934107196028113e-07,2.0792027893894153e-07,5.756040035693853e-08,2.0792027893894153e-07,3.138846291928366e-08,1.2264951670855137e-06,1.0800052935186434e-07,4.121253755528796e-07,1.0800052935186434e-07,4.239073626853719e-08,5.756040035693853e-08,4.121253755528796e-07,1.4934107196028113e-07,7.860687440836318e-08,5.756040035693853e-08,1.0800052935186434e-07,7.860687440836318e-08,5.756040035693853e-08,1.4934107196028113e-07,1.7997650516971207e-06,1.0800052935186434e-07,4.239073626853719e-08,7.860687440836318e-08,5.756040035693853e-08,2.0792027893894153e-07,5.873631315906011e-07,1.0800052935186434e-07,5.756040035693853e-08,1.4934107196028113e-07,1.0800052935186434e-07
GHET1,0.00038644672590187787,0.0016344451608768281,0.0007663961975314081,0.0016344451608768281,0.00038644672590187787,0.00011458045983405148,0.0007663961975314081,0.0016344451608768281,4.015271292864676e-06,0.00020589010726243547,0.00038644672590187787,0.0007663961975314081,0.00038644672590187787,2.3927510566878194e-05,2.3927510566878194e-05,0.00011458045983405148,1.5413572949555045e-09,0.00011458045983405148,0.00011458045983405148,0.00038644672590187787,0.0007663961975314081,0.00011458045983405148,0.00038644672590187787,0.0016344451608768281,0.0016344451608768281,0.0016344451608768281,0.0007663961975314081,2.0792027893894153e-07,1.0,5.771236830172723e-11,0.00038644672590187787,0.00038644672590187787,0.0016344451608768281,0.00020589010726243547,0.0016344451608768281,0.00011458045983405148,9.908677919216186e-09,3.926012347096612e-05,0.0016344451608768281,0.00020589010726243547,0.0007663961975314081,0.00038644672590187787,0.0016344451608768281,0.0007663961975314081,0.0016344451608768281,1.1979317769031064e-09,2.5765026500479748e-09,0.0016344451608768281,9.469607142784827e-06,0.0007663961975314081,0.00020589010726243547,0.0007663961975314081,0.0007663961975314081,0.01070422626041002,0.0016344451608768281,0.0016344451608768281,0.00038644672590187787,0.0007663961975314081,0.0016344451608768281,0.00038644672590187787,0.0016344451608768281,0.0007663961975314081,0.0016344451608768281,0.00038644672590187787,1.0800052935186434e-07,0.0007663961975314081,0.0016344451608768281,0.01070422626041002,0.0007663961975314081,0.0016344451608768281,0.00020589010726243547,3.926012347096612e-05,0.00038644672590187787,0.0007663961975314081,0.0007663961975314081,0.0016344451608768281,2.671410983913681e-06,8.446591465316581e-07,0.00038644672590187787,0.00038644672590187787,2.3927510566878194e-05,0.0016344451608768281
H19,2.4481072591691763e-11,3.7444376168939854e-11,1.98493262749446e-11,2.4481072591691763e-11,2.4481072591691763e-11,1.4053238022889947e-10,4.6440909494926586e-11,5.771236830172723e-11,7.186459409423354e-11,1.311787094275531e-11,3.7444376168939854e-11,7.186459409423354e-11,5.771236830172723e-11,1.1213518706466258e-10,2.804883467918346e-10,3.7444376168939854e-11,3.7444376168939854e-11,8.967345943868143e-11,5.771236830172723e-11,1.6122403555303166e-11,1.98493262749446e-11,1.0691240800977028e-11,1.6122403555303166e-11,3.7444376168939854e-11,3.7444376168939854e-11,3.7444376168939854e-11,3.024849482118714e-11,1.7652094257129068e-10,5.771236830172723e-11,1.0,1.6122403555303166e-11,1.6122403555303166e-11,2.4481072591691763e-11,3.024849482118714e-11,8.967345943868143e-11,5.771236830172723e-11,1.1979317769031064e-09,2.222448680610761e-10,2.4481072591691763e-11,4.6440909494926586e-11,3.024849482118714e-11,8.967345943868143e-11,3.7444376168939854e-11,1.98493262749446e-11,5.771236830172723e-11,7.301695235723146e-10,1.4053238022889947e-10,3.7444376168939854e-11,8.727833237262751e-12,7.186459409423354e-11,3.024849482118714e-11,3.024849482118714e-11,3.024849482118714e-11,5.771236830172723e-11,2.4481072591691763e-11,5.771236830172723e-11,1.6122403555303166e-11,1.7652094257129068e-10,3.7444376168939854e-11,1.4053238022889947e-10,2.4481072591691763e-11,3.024849482118714e-11,2.4481072591691763e-11,8.967345943868143e-11,4.6440909494926586e-11,3.024849482118714e-11,3.7444376168939854e-11,5.771236830172723e-11,3.024849482118714e-11,2.4481072591691763e-11,7.186459409423354e-11,5.725257619280677e-10,2.4481072591691763e-11,3.024849482118714e-11,3.024849482118714e-11,2.4481072591691763e-11,3.548780179410911e-10,7.301695235723146e-10,3.7444376168939854e-11,3.7444376168939854e-11,1.1213518706466258e-10,2.4481072591691763e-11
HAR1A,0.00011458045983405148,0.0016344451608768281,0.0007663961975314081,0.0016344451608768281,0.0016344451608768281,6.119181004753811e-06,0.0007663961975314081,0.00038644672590187787,9.469607142784827e-06,0.003861072311570292,0.00038644672590187787,6.607779320899661e-05,0.00038644672590187787,4.015271292864676e-06,4.015271292864676e-06,0.00011458045983405148,5.725257619280677e-10,3.926012347096612e-05,3.926012347096612e-05,0.0016344451608768281,0.003861072311570292,0.00038644672590187787,0.00038644672590187787,0.0016344451608768281,0.0016344451608768281,0.0016344451608768281,0.0007663961975314081,3.138846291928366e-08,0.00038644672590187787,1.6122403555303166e-11,1.0,1.0,0.0016344451608768281,0.00020589010726243547,0.00011458045983405148,3.926012347096612e-05,1.9895356159998522e-09,6.119181004753811e-06,0.0016344451608768281,0.00020589010726243547,0.0007663961975314081,0.00011458045983405148,0.0016344451608768281,0.003861072311570292,0.00038644672590187787,2.804883467918346e-10,9.338732159855174e-10,0.0016344451608768281,6.607779320899661e-05,0.00020589010726243547,0.00020589010726243547,0.0007663961975314081,0.0007663961975314081,0.00038644672590187787,0.0016344451608768281,0.00038644672590187787,0.00038644672590187787,2.3927510566878194e-05,0.0016344451608768281,3.926012347096612e-05,0.0016344451608768281,0.0007663961975314081,0.0016344451608768281,0.00011458045983405148,1.747235243755623e-08,0.0007663961975314081,0.0016344451608768281,0.00038644672590187787,0.003861072311570292,0.0016344451608768281,0.00020589010726243547,2.671410983913681e-06,0.00038644672590187787,0.00020589010726243547,0.0007663961975314081,0.01070422626041002,5.873631315906011e-07,1.0800052935186434e-07,0.00038644672590187787,0.00011458045983405148,4.015271292864676e-06,0.0016344451608768281
HAR1B,0.00011458045983405148,0.0016344451608768281,0.0007663961975314081,0.0016344451608768281,0.0016344451608768281,6.119181004753811e-06,0.0007663961975314081,0.00038644672590187787,9.469607142784827e-06,0.003861072311570292,0.00038644672590187787,6.607779320899661e-05,0.00038644672590187787,4.015271292864676e-06,4.015271292864676e-06,0.00011458045983405148,5.725257619280677e-10,3.926012347096612e-05,3.926012347096612e-05,0.0016344451608768281,0.003861072311570292,0.00038644672590187787,0.00038644672590187787,0.0016344451608768281,0.0016344451608768281,0.0016344451608768281,0.0007663961975314081,3.138846291928366e-08,0.00038644672590187787,1.6122403555303166e-11,1.0,1.0,0.0016344451608768281,0.00020589010726243547,0.00011458045983405148,3.926012347096612e-05,1.9895356159998522e-09,6.119181004753811e-06,0.0016344451608768281,0.00020589010726243547,0.0007663961975314081,0.00011458045983405148,0.0016344451608768281,0.003861072311570292,0.00038644672590187787,2.804883467918346e-10,9.338732159855174e-10,0.0016344451608768281,6.607779320899661e-05,0.00020589010726243547,0.00020589010726243547,0.0007663961975314081,0.0007663961975314081,0.00038644672590187787,0.0016344451608768281,0.00038644672590187787,0.00038644672590187787,2.3927510566878194e-05,0.0016344451608768281,3.926012347096612e-05,0.0016344451608768281,0.0007663961975314081,0.0016344451608768281,0.00011458045983405148,1.747235243755623e-08,0.0007663961975314081,0.0016344451608768281,0.00038644672590187787,0.003861072311570292,0.0016344451608768281,0.00020589010726243547,2.671410983913681e-06,0.00038644672590187787,0.00020589010726243547,0.0007663961975314081,0.01070422626041002,5.873631315906011e-07,1.0800052935186434e-07,0.00038644672590187787,0.00011458045983405148,4.015271292864676e-06,0.0016344451608768281
HCP5,0.0016344451608768281,0.01070422626041002,0.003861072311570292,0.01070422626041002,0.0016344451608768281,1.4907879395174757e-05,0.003861072311570292,0.0016344451608768281,9.469607142784827e-06,0.0007663961975314081,0.0016344451608768281,0.00020589010726243547,0.0016344451608768281,9.469607142784827e-06,9.469607142784827e-06,0.00038644672590187787,5.725257619280677e-10,0.00011458045983405148,0.00011458045983405148,0.0016344451608768281,0.003861072311570292,0.00038644672590187787,0.0016344451608768281,0.01070422626041002,0.01070422626041002,0.01070422626041002,0.003861072311570292,5.756040035693853e-08,0.0016344451608768281,2.4481072591691763e-11,0.0016344451608768281,0.0016344451608768281,1.0,0.0007663961975314081,0.00038644672590187787,0.00011458045983405148,3.3480875095044506e-09,1.4907879395174757e-05,0.01070422626041002,0.0007663961975314081,0.003861072311570292,0.00038644672590187787,0.01070422626041002,0.003861072311570292,0.0016344451608768281,4.5015287062117604e-10,9.338732159855174e-10,0.01070422626041002,2.3927510566878194e-05,0.0007663961975314081,0.0007663961975314081,0.003861072311570292,0.003861072311570292,0.0016344451608768281,0.01070422626041002,0.0016344451608768281,0.01070422626041002,6.607779320899661e-05,0.01070422626041002,0.00011458045983405148,0.01070422626041002,0.003861072311570292,0.01070422626041002,0.00038644672590187787,3.138846291928366e-08,0.003861072311570292,0.01070422626041002,0.0016344451608768281,0.003861072311570292,0.01070422626041002,0.00020589010726243547,6.119181004753811e-06,0.0016344451608768281,0.0007663961975314081,0.003861072311570292,0.01070422626041002,5.873631315906011e-07,2.0792027893894153e-07,0.0016344451608768281,0.00038644672590187787,9.469607142784827e-06,0.01070422626041002
HIF1A-AS1,6.607779320899661e-05,0.0007663961975314081,0.00038644672590187787,0.0007663961975314081,0.00020589010726243547,9.469607142784827e-06,0.00038644672590187787,0.00020589010726243547,6.119181004753811e-06,0.00011458045983405148,0.00020589010726243547,3.926012347096612e-05,0.00020589010726243547,6.119181004753811e-06,6.119181004753811e-06,6.607779320899661e-05,1.1979317769031064e-09,2.3927510566878194e-05,2.3927510566878194e-05,0.00020589010726243547,0.00038644672590187787,6.607779320899661e-05,0.00020589010726243547,0.0007663961975314081,0.0007663961975314081,0.0007663961975314081,0.00038644672590187787,7.860687440836318e-08,0.00020589010726243547,3.024849482118714e-11,0.00020589010726243547,0.00020589010726243547,0.0007663961975314081,1.0,0.00020589010726243547,2.3927510566878194e-05,2.5765026500479748e-09,4.015271292864676e-06,0.0007663961975314081,0.00011458045983405148,0.00038644672590187787,0.00020589010726243547,0.0007663961975314081,0.00038644672590187787,0.00020589010726243547,5.725257619280677e-10,1.1979317769031064e-09,0.0007663961975314081,6.119181004753811e-06,0.00011458045983405148,0.00011458045983405148,0.00038644672590187787,0.00038644672590187787,0.00020589010726243547,0.0007663961975314081,0.00020589010726243547,0.00020589010726243547,3.926012347096612e-05,0.0007663961975314081,2.3927510566878194e-05,0.0007663961975314081,0.00038644672590187787,0.0007663961975314081,6.607779320899661e-05,4.239073626853719e-08,0.00038644672590187787,0.0007663961975314081,0.00020589010726243547,0.00038644672590187787,0.0007663961975314081,3.926012347096612e-05,4.015271292864676e-06,0.00020589010726243547,0.00011458045983405148,0.00038644672590187787,0.0007663961975314081,4.121253755528796e-07,1.4934107196028113e-07,0.00020589010726243547,6.607779320899661e-05,6.119181004753811e-06,0.0007663961975314081
HIF1A-AS2,0.00011458045983405148,0.00038644672590187787,0.00020589010726243547,0.00038644672590187787,0.00011458045983405148,1.4907879395174757e-05,0.0007663961975314081,0.00038644672590187787,4.015271292864676e-06,6.607779320899661e-05,0.00011458045983405148,6.607779320899661e-05,0.00011458045983405148,9.469607142784827e-06,2.3927510566878194e-05,0.00011458045983405148,9.338732159855174e-10,1.4907879395174757e-05,3.926012347096612e-05,0.00011458045983405148,0.00020589010726243547,3.926012347096612e-05,0.00011458045983405148,0.00038644672590187787,0.0016344451608768281,0.00038644672590187787,0.00020589010726243547,2.0792027893894153e-07,0.0016344451608768281,8.967345943868143e-11,0.00011458045983405148,0.00011458045983405148,0.00038644672590187787,0.00020589010726243547,1.0,3.926012347096612e-05,9.908677919216186e-09,6.119181004753811e-06,0.00038644672590187787,6.607779320899661e-05,0.00020589010726243547,0.00038644672590187787,0.00038644672590187787,0.00020589010726243547,0.0016344451608768281,1.9895356159998522e-09,2.5765026500479748e-09,0.00038644672590187787,4.015271292864676e-06,0.00020589010726243547,6.607779320899661e-05,0.00020589010726243547,0.00020589010726243547,0.01070422626041002,0.00038644672590187787,0.00011458045983405148,0.00011458045983405148,0.00020589010726243547,0.00038644672590187787,3.926012347096612e-05,0.00038644672590187787,0.00020589010726243547,0.00038644672590187787,0.00011458045983405148,1.0800052935186434e-07,0.0007663961975314081,0.00038644672590187787,0.00038644672590187787,0.00020589010726243547,0.00038644672590187787,6.607779320899661e-05,1.4907879395174757e-05,0.00011458045983405148,0.00020589010726243547,0.00020589010726243547,0.00038644672590187787,2.671410983913681e-06,4.121253755528796e-07,0.00011458045983405148,0.00011458045983405148,6.607779320899661e-05,0.00038644672590187787
HNF1A-AS1,3.926012347096612e-05,0.00011458045983405148,6.607779320899661e-05,0.00011458045983405148,3.926012347096612e-05,1.4907879395174757e-05,0.00020589010726243547,0.00011458045983405148,8.446591465316581e-07,2.3927510566878194e-05,3.926012347096612e-05,2.3927510566878194e-05,0.00011458045983405148,9.469607142784827e-06,4.015271292864676e-06,3.926012347096612e-05,9.338732159855174e-10,6.119181004753811e-06,3.926012347096612e-05,3.926012347096612e-05,6.607779320899661e-05,1.4907879395174757e-05,3.926012347096612e-05,0.00011458045983405148,0.00011458045983405148,0.00011458045983405148,6.607779320899661e-05,1.0800052935186434e-07,0.00011458045983405148,5.771236830172723e-11,3.926012347096612e-05,3.926012347096612e-05,0.00011458045983405148,2.3927510566878194e-05,3.926012347096612e-05,1.0,1.747235243755623e-08,3.926012347096612e-05,0.00011458045983405148,6.607779320899661e-05,6.607779320899661e-05,3.926012347096612e-05,0.00011458045983405148,6.607779320899661e-05,0.00011458045983405148,1.9895356159998522e-09,4.366274755370918e-09,0.00011458045983405148,4.015271292864676e-06,0.00020589010726243547,2.3927510566878194e-05,6.607779320899661e-05,6.607779320899661e-05,0.00011458045983405148,0.00011458045983405148,0.00011458045983405148,3.926012347096612e-05,2.3927510566878194e-05,0.00011458045983405148,1.4907879395174757e-05,0.00011458045983405148,6.607779320899661e-05,0.00011458045983405148,0.00011458045983405148,3.138846291928366e-08,6.607779320899661e-05,0.00011458045983405148,3.926012347096612e-05,0.00020589010726243547,0.00011458045983405148,2.3927510566878194e-05,2.671410983913681e-06,3.926012347096612e-05,6.607779320899661e-05,6.607779320899661e-05,0.00011458045983405148,5.873631315906011e-07,4.121253755528796e-07,0.00011458045983405148,0.00011458045983405148,9.469607142784827e-06,0.00011458045983405148
HOTAIR,3.3480875095044506e-09,5.715290937925126e-09,2.5765026500479748e-09,3.3480875095044506e-09,3.3480875095044506e-09,5.756040035693853e-08,7.510144474314765e-09,9.908677919216186e-09,7.510144474314765e-09,1.5413572949555045e-09,5.715290937925126e-09,2.3361483422090155e-08,9.908677919216186e-09,1.4934107196028113e-07,1.4934107196028113e-07,9.908677919216186e-09,4.5015287062117604e-10,9.908677919216186e-09,9.908677919216186e-09,1.9895356159998522e-09,2.5765026500479748e-09,1.1979317769031064e-09,1.9895356159998522e-09,5.715290937925126e-09,5.715290937925126e-09,5.715290937925126e-09,2.5765026500479748e-09,7.860687440836318e-08,9.908677919216186e-09,1.1979317769031064e-09,1.9895356159998522e-09,1.9895356159998522e-09,3.3480875095044506e-09,2.5765026500479748e-09,9.908677919216186e-09,1.747235243755623e-08,1.0,1.747235243755623e-08,3.3480875095044506e-09,4.366274755370918e-09,2.5765026500479748e-09,5.715290937925126e-09,5.715290937925126e-09,2.5765026500479748e-09,9.908677919216186e-09,7.860687440836318e-08,1.747235243755623e-08,3.3480875095044506e-09,1.5413572949555045e-09,1.3128681775782685e-08,2.5765026500479748e-09,4.366274755370918e-09,4.366274755370918e-09,9.908677919216186e-09,5.715290937925126e-09,9.908677919216186e-09,1.9895356159998522e-09,4.239073626853719e-08,5.715290937925126e-09,3.138846291928366e-08,3.3480875095044506e-09,4.366274755370918e-09,3.3480875095044506e-09,1.747235243755623e-08,1.5413572949555045e-09,4.366274755370918e-09,3.3480875095044506e-09,5.715290937925126e-09,4.366274755370918e-09,3.3480875095044506e-09,1.3128681775782685e-08,2.0792027893894153e-07,3.3480875095044506e-09,4.366274755370918e-09,4.366274755370918e-09,3.3480875095044506e-09,1.0800052935186434e-07,5.873631315906011e-07,5.715290937925126e-09,5.715290937925126e-09,2.3361483422090155e-08,3.3480875095044506e-09
HULC,6.119181004753811e-06,3.926012347096612e-05,9.469607142784827e-06,1.4907879395174757e-05,6.119181004753811e-06,6.119181004753811e-06,2.3927510566878194e-05,3.926012347096612e-05,1.7997650516971207e-06,4.015271292864676e-06,6.119181004753811e-06,2.3927510566878194e-05,1.4907879395174757e-05,4.015271292864676e-06,1.7997650516971207e-06,1.4907879395174757e-05,2.5765026500479748e-09,6.119181004753811e-06,1.4907879395174757e-05,6.119181004753811e-06,9.469607142784827e-06,2.671410983913681e-06,6.119181004753811e-06,1.4907879395174757e-05,1.4907879395174757e-05,1.4907879395174757e-05,9.469607142784827e-06,2.0792027893894153e-07,3.926012347096612e-05,2.222448680610761e-10,6.119181004753811e-06,6.119181004753811e-06,1.4907879395174757e-05,4.015271292864676e-06,6.119181004753811e-06,3.926012347096612e-05,1.747235243755623e-08,1.0,1.4907879395174757e-05,9.469607142784827e-06,9.469607142784827e-06,1.4907879395174757e-05,1.4907879395174757e-05,9.469607142784827e-06,1.4907879395174757e-05,5.715290937925126e-09,4.366274755370918e-09,1.4907879395174757e-05,4.121253755528796e-07,2.3927510566878194e-05,9.469607142784827e-06,2.3927510566878194e-05,9.469607142784827e-06,1.4907879395174757e-05,1.4907879395174757e-05,3.926012347096612e-05,6.119181004753811e-06,9.469607142784827e-06,1.4907879395174757e-05,6.119181004753811e-06,1.4907879395174757e-05,9.469607142784827e-06,1.4907879395174757e-05,1.4907879395174757e-05,5.756040035693853e-08,9.469607142784827e-06,1.4907879395174757e-05,1.4907879395174757e-05,2.3927510566878194e-05,1.4907879395174757e-05,9.469607142784827e-06,6.119181004753811e-06,6.119181004753811e-06,9.469607142784827e-06,9.469607142784827e-06,1.4907879395174757e-05,5.873631315906011e-07,8.446591465316581e-07,1.4907879395174757e-05,1.4907879395174757e-05,8.446591465316581e-07,1.4907879395174757e-05
IFNG-AS1,0.0016344451608768281,0.01070422626041002,0.003861072311570292,0.01070422626041002,0.0016344451608768281,1.4907879395174757e-05,0.003861072311570292,0.0016344451608768281,9.469607142784827e-06,0.0007663961975314081,0.0016344451608768281,0.00020589010726243547,0.0016344451608768281,9.469607142784827e-06,9.469607142784827e-06,0.00038644672590187787,5.725257619280677e-10,0.00011458045983405148,0.00011458045983405148,0.0016344451608768281,0.003861072311570292,0.00038644672590187787,0.0016344451608768281,0.01070422626041002,0.01070422626041002,0.01070422626041002,0.003861072311570292,5.756040035693853e-08,0.0016344451608768281,2.4481072591691763e-11,0.0016344451608768281,0.0016344451608768281,0.01070422626041002,0.0007663961975314081,0.00038644672590187787,0.00011458045983405148,3.3480875095044506e-09,1.4907879395174757e-05,1.0,0.0007663961975314081,0.003861072311570292,0.00038644672590187787,0.01070422626041002,0.003861072311570292,0.0016344451608768281,4.5015287062117604e-10,9.338732159855174e-10,0.01070422626041002,2.3927510566878194e-05,0.0007663961975314081,0.0007663961975314081,0.003861072311570292,0.003861072311570292,0.0016344451608768281,0.01070422626041002,0.0016344451608768281,0.0016344451608768281,6.607779320899661e-05,0.01070422626041002,0.00011458045983405148,0.01070422626041002,0.003861072311570292,0.01070422626041002,0.00038644672590187787,3.138846291928366e-08,0.003861072311570292,0.01070422626041002,0.0016344451608768281,0.003861072311570292,0.01070422626041002,0.00020589010726243547,6.119181004753811e-06,0.0016344451608768281,0.0007663961975314081,0.003861072311570292,0.01070422626041002,1.2264951670855137e-06,2.0792027893894153e-07,0.0016344451608768281,0.00038644672590187787,9.469607142784827e-06,0.01070422626041002
IGF2-AS,6.607779320899661e-05,0.0007663961975314081,0.00038644672590187787,0.0007663961975314081,0.00020589010726243547,9.469607142784827e-06,0.00038644672590187787,0.00020589010726243547,2.671410983913681e-06,0.00011458045983405148,0.00020589010726243547,3.926012347096612e-05,0.003861072311570292,6.119181004753811e-06,1.4907879395174757e-05,6.607779320899661e-05,7.301695235723146e-10,2.3927510566878194e-05,0.00020589010726243547,0.00020589010726243547,0.00038644672590187787,6.607779320899661e-05,0.00020589010726243547,0.0007663961975314081,0.0007663961975314081,0.0007663961975314081,0.00038644672590187787,7.860687440836318e-08,0.00020589010726243547,4.6440909494926586e-11,0.00020589010726243547,0.00020589010726243547,0.0007663961975314081,0.00011458045983405148,6.607779320899661e-05,6.607779320899661e-05,4.366274755370918e-09,9.469607142784827e-06,0.0007663961975314081,1.0,0.0016344451608768281,0.00020589010726243547,0.0007663961975314081,0.00038644672590187787,0.00020589010726243547,5.725257619280677e-10,1.1979317769031064e-09,0.0007663961975314081,1.4907879395174757e-05,0.00038644672590187787,0.00011458045983405148,0.00038644672590187787,0.00038644672590187787,0.00020589010726243547,0.0007663961975314081,0.0007663961975314081,0.00020589010726243547,3.926012347096612e-05,0.003861072311570292,0.00020589010726243547,0.0007663961975314081,0.00038644672590187787,0.0007663961975314081,0.0007663961975314081,4.239073626853719e-08,0.00038644672590187787,0.0007663961975314081,0.00020589010726243547,0.0016344451608768281,0.0007663961975314081,0.00011458045983405148,9.469607142784827e-06,0.00020589010726243547,0.00011458045983405148,0.0016344451608768281,0.0007663961975314081,8.446591465316581e-07,2.9159105351546734e-07,0.0007663961975314081,0.0007663961975314081,6.119181004753811e-06,0.0007663961975314081
